# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2050-01-01
#
# GRDC-No.:              1234567
# River:                 River A
# Station:               Station A
# Country:               Country A
# Latitude (DD):       47.51
# Longitude (DD):      10.05
# Catchment area (km²):      -999.000
# Altitude (m ASL):        -999.000
# Next downstream station:      1234568
# Remarks:               
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 1989-12
# No. of years:          60
# Last update:           3050-01-01
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 365
# DATA
YYYY-MM-DD;hh:mm; Value
1983-06-25;--:--;91.83
1983-06-26;--:--;88.76
1983-06-27;--:--;90.28
1983-06-28;--:--;93.14
1983-06-29;--:--;92.21
1983-06-30;--:--;96.33
1983-07-01;--:--;94.28
1983-07-02;--:--;92.54
1983-07-03;--:--;97.6
1983-07-04;--:--;93.78
1983-07-05;--:--;89.49
1983-07-06;--:--;93.67
1983-07-07;--:--;95.84
1983-07-08;--:--;94.54
1983-07-09;--:--;95.57
1983-07-10;--:--;95.53
1983-07-11;--:--;98.38
1983-07-12;--:--;96.99
1983-07-13;--:--;94.02
1983-07-14;--:--;97.34
1983-07-15;--:--;101.72
1983-07-16;--:--;97.54
1983-07-17;--:--;98.53
1983-07-18;--:--;96.08
1983-07-19;--:--;98.31
1983-07-20;--:--;99.69
1983-07-21;--:--;98.21
1983-07-22;--:--;95.96
1983-07-23;--:--;95.01
1983-07-24;--:--;101.38
1983-07-25;--:--;97.49
1983-07-26;--:--;95.59
1983-07-27;--:--;97.5
1983-07-28;--:--;98.21
1983-07-29;--:--;99.43
1983-07-30;--:--;98.78
1983-07-31;--:--;95.27
1983-08-01;--:--;98.27
1983-08-02;--:--;98.35
1983-08-03;--:--;93.63
1983-08-04;--:--;98.89
1983-08-05;--:--;94.77
1983-08-06;--:--;95.29
1983-08-07;--:--;95.59
1983-08-08;--:--;92.82
1983-08-09;--:--;94.28
1983-08-10;--:--;91.05
1983-08-11;--:--;93
1983-08-12;--:--;96.12
1983-08-13;--:--;93.3
1983-08-14;--:--;91.89
1983-08-15;--:--;93.92
1983-08-16;--:--;91.56
1983-08-17;--:--;95.57
1983-08-18;--:--;92.07
1983-08-19;--:--;91.2
1983-08-20;--:--;88.7
1983-08-21;--:--;92.31
1983-08-22;--:--;88.07
1983-08-23;--:--;90.1
1983-08-24;--:--;87.88
1983-08-25;--:--;92.02
1983-08-26;--:--;87.49
1983-08-27;--:--;90.65
1983-08-28;--:--;91.76
1983-08-29;--:--;88.99
1983-08-30;--:--;88.77
1983-08-31;--:--;93.45
1983-09-01;--:--;90.93
1983-09-02;--:--;87.57
1983-09-03;--:--;89.55
1983-09-04;--:--;93.01
1983-09-05;--:--;86.62
1983-09-06;--:--;90.26
1983-09-07;--:--;93.71
1983-09-08;--:--;93.3
1983-09-09;--:--;90.46
1983-09-10;--:--;92.5
1983-09-11;--:--;88.91
1983-09-12;--:--;90.59
1983-09-13;--:--;94.41
1983-09-14;--:--;91.27
1983-09-15;--:--;92.87
1983-09-16;--:--;89.03
1983-09-17;--:--;91.41
1983-09-18;--:--;90.37
1983-09-19;--:--;89.35
1983-09-20;--:--;94.01
1983-09-21;--:--;92.19
1983-09-22;--:--;95.39
1983-09-23;--:--;92.41
1983-09-24;--:--;92.59
1983-09-25;--:--;90.93
1983-09-26;--:--;95.5
1983-09-27;--:--;85.06
1983-09-28;--:--;92.35
1983-09-29;--:--;95.72
1983-09-30;--:--;87.61
1983-10-01;--:--;87.15
1983-10-02;--:--;88.62
1983-10-03;--:--;93.41
1983-10-04;--:--;91.62
1983-10-05;--:--;90.45
1983-10-06;--:--;92.23
1983-10-07;--:--;89.3
1983-10-08;--:--;88.25
1983-10-09;--:--;88.04
1983-10-10;--:--;88.83
1983-10-11;--:--;88.27
1983-10-12;--:--;87.99
1983-10-13;--:--;86.94
1983-10-14;--:--;87.35
1983-10-15;--:--;82.88
1983-10-16;--:--;89.16
1983-10-17;--:--;86.21
1983-10-18;--:--;85.46
1983-10-19;--:--;82.51
1983-10-20;--:--;82.04
1983-10-21;--:--;75.74
1983-10-22;--:--;80.89
1983-10-23;--:--;82.57
1983-10-24;--:--;80.05
1983-10-25;--:--;78.72
1983-10-26;--:--;78.77
1983-10-27;--:--;80.65
1983-10-28;--:--;78.85
1983-10-29;--:--;78.65
1983-10-30;--:--;77.07
1983-10-31;--:--;78.22
1983-11-01;--:--;74.58
1983-11-02;--:--;73.77
1983-11-03;--:--;74.28
1983-11-04;--:--;74.23
1983-11-05;--:--;72.31
1983-11-06;--:--;76.04
1983-11-07;--:--;78.15
1983-11-08;--:--;76.06
1983-11-09;--:--;74.76
1983-11-10;--:--;74.96
1983-11-11;--:--;74.23
1983-11-12;--:--;74.29
1983-11-13;--:--;73.17
1983-11-14;--:--;72.42
1983-11-15;--:--;74.37
1983-11-16;--:--;72.53
1983-11-17;--:--;71.71
1983-11-18;--:--;68.54
1983-11-19;--:--;74.74
1983-11-20;--:--;72.65
1983-11-21;--:--;73.7
1983-11-22;--:--;71.44
1983-11-23;--:--;74.38
1983-11-24;--:--;75.64
1983-11-25;--:--;72.36
1983-11-26;--:--;69.61
1983-11-27;--:--;69.93
1983-11-28;--:--;70.67
1983-11-29;--:--;72.56
1983-11-30;--:--;74.71
1983-12-01;--:--;66.35
1983-12-02;--:--;73.29
1983-12-03;--:--;71.19
1983-12-04;--:--;69.88
1983-12-05;--:--;71.96
1983-12-06;--:--;72.66
1983-12-07;--:--;71.43
1983-12-08;--:--;76.38
1983-12-09;--:--;72.13
1983-12-10;--:--;72.75
1983-12-11;--:--;71.82
1983-12-12;--:--;74.39
1983-12-13;--:--;71.27
1983-12-14;--:--;71.26
1983-12-15;--:--;73.38
1983-12-16;--:--;77.33
1983-12-17;--:--;67.9
1983-12-18;--:--;73.81
1983-12-19;--:--;74.06
1983-12-20;--:--;76.57
1983-12-21;--:--;71.72
1983-12-22;--:--;75.55
1983-12-23;--:--;75.17
1983-12-24;--:--;78.72
1983-12-25;--:--;77.56
1983-12-26;--:--;75.04
1983-12-27;--:--;75.99
1983-12-28;--:--;79.07
1983-12-29;--:--;74.41
1983-12-30;--:--;80.31
1983-12-31;--:--;73.66
1984-01-01;--:--;78.64
1984-01-02;--:--;76.59
1984-01-03;--:--;79.73
1984-01-04;--:--;83.35
1984-01-05;--:--;80.82
1984-01-06;--:--;81.4
1984-01-07;--:--;82.12
1984-01-08;--:--;79.14
1984-01-09;--:--;83.14
1984-01-10;--:--;85
1984-01-11;--:--;81.88
1984-01-12;--:--;79.69
1984-01-13;--:--;81.92
1984-01-14;--:--;81.62
1984-01-15;--:--;78.31
1984-01-16;--:--;84.52
1984-01-17;--:--;82.56
1984-01-18;--:--;82.78
1984-01-19;--:--;78.99
1984-01-20;--:--;81.45
1984-01-21;--:--;82.66
1984-01-22;--:--;82.23
1984-01-23;--:--;82.87
1984-01-24;--:--;80.1
1984-01-25;--:--;76.93
1984-01-26;--:--;80.94
1984-01-27;--:--;77.98
1984-01-28;--:--;81.42
1984-01-29;--:--;76.4
1984-01-30;--:--;76.73
1984-01-31;--:--;77.89
1984-02-01;--:--;73.92
1984-02-02;--:--;73.4
1984-02-03;--:--;75.01
1984-02-04;--:--;72.57
1984-02-05;--:--;74.07
1984-02-06;--:--;77.6
1984-02-07;--:--;73.54
1984-02-08;--:--;76.9
1984-02-09;--:--;69.89
1984-02-10;--:--;71.01
1984-02-11;--:--;73.98
1984-02-12;--:--;70.52
1984-02-13;--:--;67.54
1984-02-14;--:--;65.56
1984-02-15;--:--;66.81
1984-02-16;--:--;66.68
1984-02-17;--:--;67.21
1984-02-18;--:--;66.41
1984-02-19;--:--;66.56
1984-02-20;--:--;64.27
1984-02-21;--:--;66.24
1984-02-22;--:--;61.65
1984-02-23;--:--;62.31
1984-02-24;--:--;65.62
1984-02-25;--:--;63.51
1984-02-26;--:--;67.82
1984-02-27;--:--;66.79
1984-02-28;--:--;65.47
1984-02-29;--:--;63.52
1984-03-01;--:--;65.68
1984-03-02;--:--;64.95
1984-03-03;--:--;60.67
1984-03-04;--:--;65.88
1984-03-05;--:--;65.9
1984-03-06;--:--;63.38
1984-03-07;--:--;63.13
1984-03-08;--:--;66.65
1984-03-09;--:--;67.8
1984-03-10;--:--;62.84
1984-03-11;--:--;62.07
1984-03-12;--:--;64.14
1984-03-13;--:--;62.72
1984-03-14;--:--;66.28
1984-03-15;--:--;62.89
1984-03-16;--:--;62.69
1984-03-17;--:--;62.14
1984-03-18;--:--;62.06
1984-03-19;--:--;61.57
1984-03-20;--:--;64.6
1984-03-21;--:--;63.79
1984-03-22;--:--;63.45
1984-03-23;--:--;65.87
1984-03-24;--:--;63.5
1984-03-25;--:--;65.06
1984-03-26;--:--;62.73
1984-03-27;--:--;63.63
1984-03-28;--:--;64.73
1984-03-29;--:--;66.34
1984-03-30;--:--;65.86
1984-03-31;--:--;66.16
1984-04-01;--:--;68.95
1984-04-02;--:--;68.99
1984-04-03;--:--;66.33
1984-04-04;--:--;69.53
1984-04-05;--:--;66.25
1984-04-06;--:--;65.64
1984-04-07;--:--;74.75
1984-04-08;--:--;72
1984-04-09;--:--;75.54
1984-04-10;--:--;77.21
1984-04-11;--:--;77.42
1984-04-12;--:--;77.32
1984-04-13;--:--;78.25
1984-04-14;--:--;76.55
1984-04-15;--:--;83.01
1984-04-16;--:--;80.73
1984-04-17;--:--;83.13
1984-04-18;--:--;84.66
1984-04-19;--:--;85.87
1984-04-20;--:--;86.38
1984-04-21;--:--;88.73
1984-04-22;--:--;93.44
1984-04-23;--:--;89.21
1984-04-24;--:--;92.21
1984-04-25;--:--;88.71
1984-04-26;--:--;91.98
1984-04-27;--:--;94.72
1984-04-28;--:--;93.11
1984-04-29;--:--;97.82
1984-04-30;--:--;96.86
1984-05-01;--:--;96.54
1984-05-02;--:--;100.62
1984-05-03;--:--;96.5
1984-05-04;--:--;99.12
1984-05-05;--:--;100.92
1984-05-06;--:--;98.93
1984-05-07;--:--;102.53
1984-05-08;--:--;102.57
1984-05-09;--:--;99.86
1984-05-10;--:--;101.1
1984-05-11;--:--;105.11
1984-05-12;--:--;99.09
1984-05-13;--:--;103.5
1984-05-14;--:--;105.02
1984-05-15;--:--;103.92
1984-05-16;--:--;104.12
1984-05-17;--:--;111.85
1984-05-18;--:--;104.42
1984-05-19;--:--;107.14
1984-05-20;--:--;107.55
1984-05-21;--:--;107.91
1984-05-22;--:--;112.76
1984-05-23;--:--;111.03
1984-05-24;--:--;111.6
1984-05-25;--:--;112.24
1984-05-26;--:--;114.21
1984-05-27;--:--;112.68
1984-05-28;--:--;113.23
1984-05-29;--:--;111.32
1984-05-30;--:--;111.73
1984-05-31;--:--;114.41
1984-06-01;--:--;111.01
1984-06-02;--:--;113.15
1984-06-03;--:--;115.57
1984-06-04;--:--;112.82
1984-06-05;--:--;110.53
1984-06-06;--:--;112.79
1984-06-07;--:--;115.22
1984-06-08;--:--;112.73
1984-06-09;--:--;115.6
1984-06-10;--:--;113.93
1984-06-11;--:--;118.22
1984-06-12;--:--;110.26
1984-06-13;--:--;115.04
1984-06-14;--:--;112.34
1984-06-15;--:--;108.75
1984-06-16;--:--;109.48
1984-06-17;--:--;110.64
1984-06-18;--:--;106.61
1984-06-19;--:--;108.34
1984-06-20;--:--;106.48
1984-06-21;--:--;105.45
1984-06-22;--:--;105.98
1984-06-23;--:--;105.04
1984-06-24;--:--;104.91
1984-06-25;--:--;102.46
1984-06-26;--:--;96.65
1984-06-27;--:--;96.52
1984-06-28;--:--;97.92
1984-06-29;--:--;98.33
1984-06-30;--:--;95.88
1984-07-01;--:--;97.89
1984-07-02;--:--;95.34
1984-07-03;--:--;95.56
1984-07-04;--:--;93.37
1984-07-05;--:--;92.12
1984-07-06;--:--;89.63
1984-07-07;--:--;86.9
1984-07-08;--:--;91.19
1984-07-09;--:--;91.79
1984-07-10;--:--;89.37
1984-07-11;--:--;84.5
1984-07-12;--:--;91.14
1984-07-13;--:--;85.53
1984-07-14;--:--;86.52
1984-07-15;--:--;85.13
1984-07-16;--:--;85.91
1984-07-17;--:--;81.71
1984-07-18;--:--;85.69
1984-07-19;--:--;81.62
1984-07-20;--:--;83.27
1984-07-21;--:--;81.52
1984-07-22;--:--;82.6
1984-07-23;--:--;80.14
1984-07-24;--:--;82.03
1984-07-25;--:--;82.37
1984-07-26;--:--;82.06
1984-07-27;--:--;82.47
1984-07-28;--:--;78.04
1984-07-29;--:--;76.5
1984-07-30;--:--;78.49
1984-07-31;--:--;78.98
1984-08-01;--:--;75
1984-08-02;--:--;77.58
1984-08-03;--:--;79.81
1984-08-04;--:--;76.93
1984-08-05;--:--;80.48
1984-08-06;--:--;74.74
1984-08-07;--:--;79.08
1984-08-08;--:--;74.27
1984-08-09;--:--;78.7
1984-08-10;--:--;77.33
1984-08-11;--:--;78.85
1984-08-12;--:--;74.68
1984-08-13;--:--;75.79
1984-08-14;--:--;77.08
1984-08-15;--:--;76.5
1984-08-16;--:--;73.02
1984-08-17;--:--;72.93
1984-08-18;--:--;77.4
1984-08-19;--:--;74.44
1984-08-20;--:--;76.58
1984-08-21;--:--;74.84
1984-08-22;--:--;72.64
1984-08-23;--:--;72.26
1984-08-24;--:--;71.85
1984-08-25;--:--;70.41
1984-08-26;--:--;73.31
1984-08-27;--:--;72.12
1984-08-28;--:--;69.66
1984-08-29;--:--;71.13
1984-08-30;--:--;75.47
1984-08-31;--:--;75.82
1984-09-01;--:--;71.96
1984-09-02;--:--;74.77
1984-09-03;--:--;73.83
1984-09-04;--:--;75.22
1984-09-05;--:--;75.21
1984-09-06;--:--;75.53
1984-09-07;--:--;73.9
1984-09-08;--:--;75.03
1984-09-09;--:--;74.36
1984-09-10;--:--;78.34
1984-09-11;--:--;74.71
1984-09-12;--:--;75.47
1984-09-13;--:--;75.21
1984-09-14;--:--;77.5
1984-09-15;--:--;74.28
1984-09-16;--:--;74.83
1984-09-17;--:--;74.7
1984-09-18;--:--;68.65
1984-09-19;--:--;73.23
1984-09-20;--:--;73.76
1984-09-21;--:--;73.47
1984-09-22;--:--;75.21
1984-09-23;--:--;74.52
1984-09-24;--:--;77.27
1984-09-25;--:--;72.78
1984-09-26;--:--;72.04
1984-09-27;--:--;74.59
1984-09-28;--:--;72.88
1984-09-29;--:--;73.17
1984-09-30;--:--;73.63
1984-10-01;--:--;68.5
1984-10-02;--:--;69.59
1984-10-03;--:--;70.76
1984-10-04;--:--;70.5
1984-10-05;--:--;68.48
1984-10-06;--:--;70
1984-10-07;--:--;66.87
1984-10-08;--:--;68
1984-10-09;--:--;69.69
1984-10-10;--:--;65.55
1984-10-11;--:--;71.15
1984-10-12;--:--;66.46
1984-10-13;--:--;64.65
1984-10-14;--:--;65.93
1984-10-15;--:--;62.3
1984-10-16;--:--;64.44
1984-10-17;--:--;61.54
1984-10-18;--:--;61.57
1984-10-19;--:--;63.18
1984-10-20;--:--;62.83
1984-10-21;--:--;58.65
1984-10-22;--:--;57.12
1984-10-23;--:--;57.56
1984-10-24;--:--;56.84
1984-10-25;--:--;56.33
1984-10-26;--:--;56.28
1984-10-27;--:--;58
1984-10-28;--:--;58.32
1984-10-29;--:--;53.95
1984-10-30;--:--;58.1
1984-10-31;--:--;58.04
1984-11-01;--:--;58.91
1984-11-02;--:--;56.79
1984-11-03;--:--;56.99
1984-11-04;--:--;53.85
1984-11-05;--:--;54.09
1984-11-06;--:--;55.67
1984-11-07;--:--;53.68
1984-11-08;--:--;55.03
1984-11-09;--:--;53.75
1984-11-10;--:--;53.75
1984-11-11;--:--;54.91
1984-11-12;--:--;57.14
1984-11-13;--:--;54.57
1984-11-14;--:--;55.32
1984-11-15;--:--;52.69
1984-11-16;--:--;52.16
1984-11-17;--:--;51.73
1984-11-18;--:--;55.67
1984-11-19;--:--;53.19
1984-11-20;--:--;54.39
1984-11-21;--:--;54
1984-11-22;--:--;51.31
1984-11-23;--:--;55.55
1984-11-24;--:--;54.45
1984-11-25;--:--;56.84
1984-11-26;--:--;51.84
1984-11-27;--:--;55.93
1984-11-28;--:--;53.54
1984-11-29;--:--;56.96
1984-11-30;--:--;57.57
1984-12-01;--:--;51.77
1984-12-02;--:--;55
1984-12-03;--:--;59.28
1984-12-04;--:--;60.15
1984-12-05;--:--;58.01
1984-12-06;--:--;56.76
1984-12-07;--:--;57.97
1984-12-08;--:--;60.29
1984-12-09;--:--;58.56
1984-12-10;--:--;60.91
1984-12-11;--:--;60.43
1984-12-12;--:--;60.85
1984-12-13;--:--;61.09
1984-12-14;--:--;58.62
1984-12-15;--:--;60.74
1984-12-16;--:--;61.63
1984-12-17;--:--;60.99
1984-12-18;--:--;62.37
1984-12-19;--:--;64.51
1984-12-20;--:--;70.94
1984-12-21;--:--;67.88
1984-12-22;--:--;68.08
1984-12-23;--:--;67.09
1984-12-24;--:--;67.52
1984-12-25;--:--;69.67
1984-12-26;--:--;69.08
1984-12-27;--:--;70.32
1984-12-28;--:--;72.95
1984-12-29;--:--;71.28
1984-12-30;--:--;74.25
1984-12-31;--:--;72.96
1985-01-01;--:--;73.35
1985-01-02;--:--;74.77
1985-01-03;--:--;75.99
1985-01-04;--:--;73.77
1985-01-05;--:--;74.78
1985-01-06;--:--;77.14
1985-01-07;--:--;77.41
1985-01-08;--:--;79.73
1985-01-09;--:--;76.62
1985-01-10;--:--;79.98
1985-01-11;--:--;79.98
1985-01-12;--:--;79.91
1985-01-13;--:--;77.51
1985-01-14;--:--;79.93
1985-01-15;--:--;85.14
1985-01-16;--:--;79.85
1985-01-17;--:--;81.86
1985-01-18;--:--;81.92
1985-01-19;--:--;81.48
1985-01-20;--:--;84.18
1985-01-21;--:--;86.93
1985-01-22;--:--;84.32
1985-01-23;--:--;86.3
1985-01-24;--:--;86.2
1985-01-25;--:--;88.49
1985-01-26;--:--;88.69
1985-01-27;--:--;86.17
1985-01-28;--:--;88.02
1985-01-29;--:--;89.45
1985-01-30;--:--;88.46
1985-01-31;--:--;85.9
1985-02-01;--:--;89.61
1985-02-02;--:--;86.96
1985-02-03;--:--;89.79
1985-02-04;--:--;89.53
1985-02-05;--:--;87.11
1985-02-06;--:--;90.07
1985-02-07;--:--;89.02
1985-02-08;--:--;89.82
1985-02-09;--:--;92.09
1985-02-10;--:--;86.09
1985-02-11;--:--;92.96
1985-02-12;--:--;95.92
1985-02-13;--:--;88.63
1985-02-14;--:--;90.5
1985-02-15;--:--;89.38
1985-02-16;--:--;88.78
1985-02-17;--:--;89.34
1985-02-18;--:--;93.08
1985-02-19;--:--;92.06
1985-02-20;--:--;91.67
1985-02-21;--:--;87.77
1985-02-22;--:--;90.04
1985-02-23;--:--;89.3
1985-02-24;--:--;89.09
1985-02-25;--:--;85.94
1985-02-26;--:--;87.95
1985-02-27;--:--;88.71
1985-02-28;--:--;86.79
1985-03-01;--:--;88.35
1985-03-02;--:--;90.44
1985-03-03;--:--;87.1
1985-03-04;--:--;85.94
1985-03-05;--:--;87.08
1985-03-06;--:--;85.22
1985-03-07;--:--;87.3
1985-03-08;--:--;86.63
1985-03-09;--:--;82.3
1985-03-10;--:--;85.6
1985-03-11;--:--;80.5
1985-03-12;--:--;84.37
1985-03-13;--:--;83.28
1985-03-14;--:--;83.9
1985-03-15;--:--;81.68
1985-03-16;--:--;84.74
1985-03-17;--:--;83.13
1985-03-18;--:--;84.15
1985-03-19;--:--;86.55
1985-03-20;--:--;83.27
1985-03-21;--:--;81.74
1985-03-22;--:--;81.91
1985-03-23;--:--;82.67
1985-03-24;--:--;82.18
1985-03-25;--:--;82.68
1985-03-26;--:--;84.32
1985-03-27;--:--;86.21
1985-03-28;--:--;84.78
1985-03-29;--:--;86.3
1985-03-30;--:--;83.65
1985-03-31;--:--;82.58
1985-04-01;--:--;86.5
1985-04-02;--:--;89.17
1985-04-03;--:--;86.79
1985-04-04;--:--;86.01
1985-04-05;--:--;89.28
1985-04-06;--:--;85.36
1985-04-07;--:--;84.7
1985-04-08;--:--;89.31
1985-04-09;--:--;88.12
1985-04-10;--:--;90.8
1985-04-11;--:--;90.2
1985-04-12;--:--;90.75
1985-04-13;--:--;87.99
1985-04-14;--:--;89.58
1985-04-15;--:--;93.9
1985-04-16;--:--;90.31
1985-04-17;--:--;92.22
1985-04-18;--:--;91.52
1985-04-19;--:--;94.73
1985-04-20;--:--;91.62
1985-04-21;--:--;91.86
1985-04-22;--:--;93.81
1985-04-23;--:--;96.32
1985-04-24;--:--;90.5
1985-04-25;--:--;99.56
1985-04-26;--:--;94.12
1985-04-27;--:--;97.28
1985-04-28;--:--;96.93
1985-04-29;--:--;101.18
1985-04-30;--:--;97.23
1985-05-01;--:--;97.87
1985-05-02;--:--;100.07
1985-05-03;--:--;98.53
1985-05-04;--:--;104.43
1985-05-05;--:--;105.23
1985-05-06;--:--;104.99
1985-05-07;--:--;108.29
1985-05-08;--:--;104.69
1985-05-09;--:--;108.48
1985-05-10;--:--;108.13
1985-05-11;--:--;108.71
1985-05-12;--:--;109.75
1985-05-13;--:--;112.85
1985-05-14;--:--;113.64
1985-05-15;--:--;112
1985-05-16;--:--;112.86
1985-05-17;--:--;110.59
1985-05-18;--:--;114.39
1985-05-19;--:--;113.37
1985-05-20;--:--;117.46
1985-05-21;--:--;120.22
1985-05-22;--:--;123.66
1985-05-23;--:--;120.12
1985-05-24;--:--;125.12
1985-05-25;--:--;121.38
1985-05-26;--:--;117.9
1985-05-27;--:--;121.18
1985-05-28;--:--;118.05
1985-05-29;--:--;122.23
1985-05-30;--:--;122.04
1985-05-31;--:--;122.71
1985-06-01;--:--;124.42
1985-06-02;--:--;123.75
1985-06-03;--:--;124.56
1985-06-04;--:--;122.73
1985-06-05;--:--;120.87
1985-06-06;--:--;123.94
1985-06-07;--:--;125.6
1985-06-08;--:--;120.25
1985-06-09;--:--;120.97
1985-06-10;--:--;124.23
1985-06-11;--:--;120.78
1985-06-12;--:--;123.04
1985-06-13;--:--;116.86
1985-06-14;--:--;118.51
1985-06-15;--:--;120.9
1985-06-16;--:--;119.56
1985-06-17;--:--;119.98
1985-06-18;--:--;118.22
1985-06-19;--:--;118.56
1985-06-20;--:--;118.71
1985-06-21;--:--;118.49
1985-06-22;--:--;117.15
1985-06-23;--:--;118.56
1985-06-24;--:--;114
1985-06-25;--:--;112.7
1985-06-26;--:--;112.52
1985-06-27;--:--;112.88
1985-06-28;--:--;112.47
1985-06-29;--:--;113.52
1985-06-30;--:--;114.33
1985-07-01;--:--;111.98
1985-07-02;--:--;112.39
1985-07-03;--:--;110.53
1985-07-04;--:--;109.75
1985-07-05;--:--;106.91
1985-07-06;--:--;109.27
1985-07-07;--:--;109.83
1985-07-08;--:--;107.25
1985-07-09;--:--;105.46
1985-07-10;--:--;104.2
1985-07-11;--:--;105.91
1985-07-12;--:--;103.66
1985-07-13;--:--;105.39
1985-07-14;--:--;106.37
1985-07-15;--:--;103.01
1985-07-16;--:--;103.27
1985-07-17;--:--;103.21
1985-07-18;--:--;99.39
1985-07-19;--:--;103.43
1985-07-20;--:--;98.08
1985-07-21;--:--;101.38
1985-07-22;--:--;97.86
1985-07-23;--:--;95.79
1985-07-24;--:--;99.78
1985-07-25;--:--;95.33
1985-07-26;--:--;93.89
1985-07-27;--:--;95.71
1985-07-28;--:--;95.59
1985-07-29;--:--;92.98
1985-07-30;--:--;92.8
1985-07-31;--:--;91.77
1985-08-01;--:--;84.58
1985-08-02;--:--;88.24
1985-08-03;--:--;88.31
1985-08-04;--:--;90.33
1985-08-05;--:--;86.19
1985-08-06;--:--;87.76
1985-08-07;--:--;86.79
1985-08-08;--:--;86.93
1985-08-09;--:--;80.5
1985-08-10;--:--;85.75
1985-08-11;--:--;85.33
1985-08-12;--:--;87.02
1985-08-13;--:--;84.81
1985-08-14;--:--;81.36
1985-08-15;--:--;83.05
1985-08-16;--:--;83.78
1985-08-17;--:--;80.52
1985-08-18;--:--;83.98
1985-08-19;--:--;80.82
1985-08-20;--:--;83.38
1985-08-21;--:--;79.56
1985-08-22;--:--;79.66
1985-08-23;--:--;82.62
1985-08-24;--:--;82.05
1985-08-25;--:--;82.35
1985-08-26;--:--;84.94
1985-08-27;--:--;79.27
1985-08-28;--:--;83.39
1985-08-29;--:--;79.55
1985-08-30;--:--;82.08
1985-08-31;--:--;83.5
1985-09-01;--:--;80.09
1985-09-02;--:--;82.27
1985-09-03;--:--;85.45
1985-09-04;--:--;79.54
1985-09-05;--:--;81.25
1985-09-06;--:--;80.84
1985-09-07;--:--;78.94
1985-09-08;--:--;82.04
1985-09-09;--:--;79
1985-09-10;--:--;79.62
1985-09-11;--:--;82.05
1985-09-12;--:--;78.85
1985-09-13;--:--;80.76
1985-09-14;--:--;79.8
1985-09-15;--:--;77.21
1985-09-16;--:--;77.44
1985-09-17;--:--;79.25
1985-09-18;--:--;78.48
1985-09-19;--:--;76.5
1985-09-20;--:--;73.77
1985-09-21;--:--;73.67
1985-09-22;--:--;79.69
1985-09-23;--:--;74.96
1985-09-24;--:--;72.62
1985-09-25;--:--;71.7
1985-09-26;--:--;69.59
1985-09-27;--:--;73.46
1985-09-28;--:--;74.73
1985-09-29;--:--;70.62
1985-09-30;--:--;69.49
1985-10-01;--:--;67.8
1985-10-02;--:--;71.26
1985-10-03;--:--;69.91
1985-10-04;--:--;66.66
1985-10-05;--:--;66.09
1985-10-06;--:--;65.6
1985-10-07;--:--;63.6
1985-10-08;--:--;63.59
1985-10-09;--:--;62.09
1985-10-10;--:--;58.65
1985-10-11;--:--;58.58
1985-10-12;--:--;62.6
1985-10-13;--:--;62
1985-10-14;--:--;55.93
1985-10-15;--:--;58.21
1985-10-16;--:--;60.4
1985-10-17;--:--;59.26
1985-10-18;--:--;59.5
1985-10-19;--:--;58.93
1985-10-20;--:--;59.36
1985-10-21;--:--;51.02
1985-10-22;--:--;55.19
1985-10-23;--:--;56.28
1985-10-24;--:--;56.73
1985-10-25;--:--;56.38
1985-10-26;--:--;52.08
1985-10-27;--:--;53.23
1985-10-28;--:--;53.68
1985-10-29;--:--;51.95
1985-10-30;--:--;53.51
1985-10-31;--:--;54.77
1985-11-01;--:--;51.35
1985-11-02;--:--;51.03
1985-11-03;--:--;54.72
1985-11-04;--:--;52.07
1985-11-05;--:--;57.66
1985-11-06;--:--;54.39
1985-11-07;--:--;51.86
1985-11-08;--:--;53.73
1985-11-09;--:--;52.9
1985-11-10;--:--;51.63
1985-11-11;--:--;52.31
1985-11-12;--:--;53.61
1985-11-13;--:--;57.28
1985-11-14;--:--;48.1
1985-11-15;--:--;51.63
1985-11-16;--:--;47
1985-11-17;--:--;51.66
1985-11-18;--:--;50.19
1985-11-19;--:--;50.25
1985-11-20;--:--;55.79
1985-11-21;--:--;51.84
1985-11-22;--:--;51.13
1985-11-23;--:--;53.84
1985-11-24;--:--;49.8
1985-11-25;--:--;50.79
1985-11-26;--:--;50.88
1985-11-27;--:--;54.79
1985-11-28;--:--;51.02
1985-11-29;--:--;51.62
1985-11-30;--:--;52.82
1985-12-01;--:--;52.02
1985-12-02;--:--;50.22
1985-12-03;--:--;51.32
1985-12-04;--:--;54.47
1985-12-05;--:--;52.62
1985-12-06;--:--;50.54
1985-12-07;--:--;52.77
1985-12-08;--:--;56.71
1985-12-09;--:--;56.11
1985-12-10;--:--;54.46
1985-12-11;--:--;55.13
1985-12-12;--:--;55.93
1985-12-13;--:--;60.3
1985-12-14;--:--;59.12
1985-12-15;--:--;58.86
1985-12-16;--:--;59.28
1985-12-17;--:--;57.85
1985-12-18;--:--;57.38
